고객ID,거래ID,거래날짜,제품ID,제품카테고리,수량,평균금액,배송료,쿠폰상태
USER_1229,Transaction_15012,2019-08-18,Product_0970,Office,1,1.99,6.0,Clicked
USER_1229,Transaction_15013,2019-08-18,Product_0519,Apparel,1,44.79,6.0,Used
USER_1229,Transaction_15014,2019-08-18,Product_0983,Nest-USA,1,119.0,6.0,Used
USER_1229,Transaction_15015,2019-08-18,Product_0028,Apparel,1,5.7,6.0,Clicked
USER_1229,Transaction_15015,2019-08-18,Product_0228,Apparel,1,5.7,6.0,Clicked
USER_1229,Transaction_15016,2019-08-18,Product_1050,Apparel,1,15.0,6.0,Used
USER_1229,Transaction_15016,2019-08-18,Product_1077,Apparel,1,9.49,6.0,Used
USER_1229,Transaction_15017,2019-08-18,Product_0206,Apparel,1,7.6,6.0,Clicked
USER_1229,Transaction_15017,2019-08-18,Product_0258,Apparel,1,8.8,6.0,Not Used
USER_1229,Transaction_15017,2019-08-18,Product_0268,Apparel,1,15.19,6.0,Clicked
USER_1229,Transaction_15017,2019-08-18,Product_0283,Apparel,1,13.59,6.0,Used
USER_1229,Transaction_15017,2019-08-18,Product_1073,Apparel,1,15.19,6.0,Used
USER_1229,Transaction_15018,2019-08-18,Product_0976,Nest-USA,1,119.0,6.0,Used
USER_1229,Transaction_15018,2019-08-18,Product_0983,Nest-USA,1,119.0,6.0,Clicked
USER_1229,Transaction_15019,2019-08-18,Product_0990,Nest,1,199.0,6.0,Clicked
USER_1229,Transaction_15020,2019-08-18,Product_0976,Nest-USA,1,119.0,6.0,Clicked
USER_1229,Transaction_15020,2019-08-18,Product_0983,Nest-USA,2,119.0,6.0,Used
USER_1229,Transaction_15020,2019-08-18,Product_0989,Nest-USA,1,149.0,6.0,Clicked
USER_1229,Transaction_15020,2019-08-18,Product_0990,Nest,1,199.0,6.0,Clicked
USER_1229,Transaction_15021,2019-08-18,Product_0486,Apparel,1,16.99,6.0,Used
USER_1229,Transaction_15022,2019-08-18,Product_0225,Apparel,1,15.99,6.0,Used
USER_1229,Transaction_15022,2019-08-18,Product_0230,Apparel,1,4.56,6.0,Used
USER_1229,Transaction_15022,2019-08-18,Product_0235,Apparel,1,10.63,6.0,Clicked
USER_1229,Transaction_15022,2019-08-18,Product_0240,Apparel,1,10.63,6.0,Clicked
USER_1229,Transaction_15022,2019-08-18,Product_0302,Apparel,1,4.56,6.0,Clicked
USER_1229,Transaction_15022,2019-08-18,Product_0527,Apparel,1,29.11,6.0,Used
USER_1229,Transaction_15022,2019-08-18,Product_0847,Bags,1,3.99,6.0,Not Used
USER_1229,Transaction_15022,2019-08-18,Product_0873,Bags,1,12.31,6.0,Clicked
USER_1229,Transaction_15022,2019-08-18,Product_0892,Drinkware,1,19.99,6.0,Used
USER_1229,Transaction_15022,2019-08-18,Product_0922,Apparel,1,8.79,6.0,Clicked
USER_1229,Transaction_15023,2019-08-18,Product_0983,Nest-USA,3,119.0,6.0,Clicked
USER_1229,Transaction_15024,2019-08-18,Product_0031,Apparel,1,13.29,6.0,Clicked
USER_1229,Transaction_15024,2019-08-18,Product_0864,Bags,1,99.99,6.0,Not Used
USER_1229,Transaction_15024,2019-08-18,Product_1008,Waze,1,8.99,6.0,Used
USER_1229,Transaction_15025,2019-08-18,Product_0892,Drinkware,1,19.99,6.0,Clicked
USER_1229,Transaction_15026,2019-08-18,Product_0976,Nest-USA,1,119.0,6.0,Not Used
USER_1229,Transaction_15027,2019-08-18,Product_0630,Apparel,1,67.19,6.5,Clicked
USER_1229,Transaction_15028,2019-08-18,Product_1050,Apparel,1,15.0,6.0,Used
USER_1229,Transaction_15028,2019-08-18,Product_1077,Apparel,1,9.49,6.0,Not Used
USER_1229,Transaction_15028,2019-08-18,Product_1137,Apparel,1,10.99,6.0,Not Used
USER_1229,Transaction_15029,2019-08-18,Product_0981,Nest-USA,2,149.0,6.0,Clicked
USER_1229,Transaction_15029,2019-08-18,Product_0984,Nest-USA,1,79.0,6.0,Clicked
USER_1229,Transaction_15030,2019-08-18,Product_0202,Apparel,2,13.59,6.0,Clicked
USER_1229,Transaction_15030,2019-08-18,Product_0218,Apparel,2,15.19,6.0,Not Used
USER_1229,Transaction_15030,2019-08-18,Product_0295,Apparel,2,13.59,6.0,Not Used
USER_1229,Transaction_15030,2019-08-18,Product_0300,Apparel,4,4.56,6.0,Clicked
USER_1229,Transaction_15030,2019-08-18,Product_0520,Apparel,1,44.79,6.0,Used
USER_1229,Transaction_15031,2019-08-18,Product_0178,Drinkware,2,10.63,6.0,Clicked
USER_1229,Transaction_15031,2019-08-18,Product_0299,Apparel,3,4.56,6.0,Clicked
USER_1229,Transaction_15031,2019-08-18,Product_0300,Apparel,3,4.56,6.0,Clicked
USER_1229,Transaction_15031,2019-08-18,Product_0553,Apparel,1,4.56,6.0,Used
USER_0358,Transaction_15031,2019-08-18,Product_0554,Apparel,1,4.56,6.0,Clicked
USER_0358,Transaction_15031,2019-08-18,Product_0882,Drinkware,3,16.79,6.0,Clicked
USER_0358,Transaction_15031,2019-08-18,Product_0895,Drinkware,10,11.19,6.0,Clicked
USER_0358,Transaction_15032,2019-08-18,Product_0981,Nest-USA,1,149.0,6.0,Used
USER_0358,Transaction_15033,2019-08-18,Product_0892,Drinkware,14,19.99,85.01,Used
USER_0358,Transaction_15034,2019-08-18,Product_0295,Apparel,1,13.59,6.0,Clicked
USER_0057,Transaction_15034,2019-08-18,Product_0526,Apparel,1,29.11,6.0,Used
USER_0057,Transaction_15035,2019-08-18,Product_0990,Nest,1,199.0,6.0,Used
USER_0057,Transaction_15036,2019-08-18,Product_1137,Apparel,1,10.99,6.0,Used
USER_0057,Transaction_15037,2019-08-18,Product_0976,Nest-USA,2,119.0,12.99,Not Used
USER_0057,Transaction_15038,2019-08-18,Product_0983,Nest-USA,3,119.0,6.0,Clicked
USER_0057,Transaction_15039,2019-08-18,Product_0228,Apparel,1,4.56,6.0,Clicked
USER_0057,Transaction_15039,2019-08-18,Product_0242,Apparel,1,8.0,6.0,Used
USER_0057,Transaction_15039,2019-08-18,Product_0258,Apparel,1,8.8,6.0,Clicked
USER_0057,Transaction_15039,2019-08-18,Product_0441,Apparel,1,4.08,6.0,Clicked
USER_0057,Transaction_15039,2019-08-18,Product_0443,Apparel,1,4.08,6.0,Used
USER_0057,Transaction_15039,2019-08-18,Product_0606,Apparel,1,9.6,6.0,Used
USER_0057,Transaction_15040,2019-08-18,Product_0095,Apparel,1,12.0,6.0,Clicked
USER_0057,Transaction_15040,2019-08-18,Product_0188,Apparel,1,12.31,6.0,Clicked
USER_0057,Transaction_15040,2019-08-18,Product_0542,Apparel,1,4.8,6.0,Clicked
USER_0057,Transaction_15041,2019-08-18,Product_0930,Office,1,1.99,6.0,Not Used
USER_0057,Transaction_15041,2019-08-18,Product_0970,Office,5,1.99,6.0,Clicked
USER_0057,Transaction_15041,2019-08-18,Product_1063,Apparel,1,10.5,6.0,Clicked
USER_0057,Transaction_15041,2019-08-18,Product_1077,Apparel,1,9.49,6.0,Clicked
USER_0057,Transaction_15042,2019-08-18,Product_0915,Lifestyle,2,2.8,6.0,Used
USER_0057,Transaction_15042,2019-08-18,Product_0918,Lifestyle,2,2.8,6.0,Clicked
USER_0057,Transaction_15043,2019-08-18,Product_0285,Apparel,1,13.59,6.0,Used
USER_0057,Transaction_15043,2019-08-18,Product_0311,Apparel,1,13.59,6.0,Clicked
USER_0057,Transaction_15043,2019-08-18,Product_0392,Apparel,1,13.59,6.0,Clicked
USER_0057,Transaction_15044,2019-08-18,Product_0637,Apparel,1,41.99,6.0,Clicked
USER_0057,Transaction_15045,2019-08-18,Product_0195,Lifestyle,1,3.19,6.5,Clicked
USER_0057,Transaction_15045,2019-08-18,Product_0311,Apparel,1,13.59,6.5,Clicked
USER_0057,Transaction_15045,2019-08-18,Product_0892,Drinkware,1,19.99,6.5,Not Used
USER_0057,Transaction_15045,2019-08-18,Product_0914,Office,1,0.79,6.5,Clicked
USER_0057,Transaction_15045,2019-08-18,Product_0926,Headgear,1,10.63,6.5,Used
USER_0057,Transaction_15045,2019-08-18,Product_0956,Notebooks & Journals,1,4.8,6.5,Used
USER_0057,Transaction_15046,2019-08-18,Product_0854,Bags,60,3.99,12.48,Clicked
USER_0701,Transaction_15047,2019-08-18,Product_0854,Bags,31,3.99,6.5,Used
USER_0701,Transaction_15048,2019-08-18,Product_0854,Bags,25,3.99,6.5,Used
USER_0701,Transaction_15049,2019-08-18,Product_0961,Notebooks & Journals,1,14.99,6.0,Clicked
USER_0701,Transaction_15050,2019-08-18,Product_0976,Nest-USA,1,119.0,6.0,Clicked
USER_0701,Transaction_15050,2019-08-18,Product_0983,Nest-USA,1,119.0,6.0,Not Used
USER_0579,Transaction_15051,2019-08-18,Product_0976,Nest-USA,1,119.0,6.0,Clicked
USER_0579,Transaction_15052,2019-08-18,Product_0691,Apparel,1,23.76,6.0,Used
USER_0579,Transaction_15053,2019-08-18,Product_0526,Apparel,1,29.11,6.0,Clicked
USER_0579,Transaction_15053,2019-08-18,Product_0922,Apparel,1,8.79,6.0,Not Used
USER_0579,Transaction_15054,2019-08-18,Product_0181,Drinkware,1,12.99,6.0,Used
USER_0579,Transaction_15055,2019-08-18,Product_0630,Apparel,1,67.19,6.0,Used
USER_0579,Transaction_15055,2019-08-18,Product_0636,Apparel,1,41.99,6.0,Used
USER_0579,Transaction_15056,2019-08-18,Product_0206,Apparel,1,7.6,6.0,Clicked
USER_0579,Transaction_15056,2019-08-18,Product_0299,Apparel,1,4.56,6.0,Clicked
USER_0579,Transaction_15056,2019-08-18,Product_0908,Drinkware,1,1.11,6.0,Not Used
USER_0579,Transaction_15057,2019-08-18,Product_0236,Apparel,1,13.29,30.0,Clicked
USER_0579,Transaction_15057,2019-08-18,Product_0309,Apparel,1,16.99,30.0,Used
USER_0579,Transaction_15058,2019-08-18,Product_0174,Lifestyle,1,8.99,6.0,Clicked
USER_0579,Transaction_15058,2019-08-18,Product_0177,Bottles,1,2.99,6.0,Clicked
USER_0579,Transaction_15058,2019-08-18,Product_0187,Apparel,1,15.39,6.0,Used
USER_0579,Transaction_15058,2019-08-18,Product_0194,Apparel,1,10.99,6.0,Used
USER_0579,Transaction_15059,2019-08-18,Product_0206,Apparel,1,7.6,6.0,Used
USER_0579,Transaction_15059,2019-08-18,Product_0258,Apparel,1,8.8,6.0,Clicked
USER_0579,Transaction_15060,2019-08-18,Product_0299,Apparel,1,4.56,6.0,Clicked
USER_0579,Transaction_15060,2019-08-18,Product_0352,Apparel,1,28.0,6.0,Used
USER_0579,Transaction_15060,2019-08-18,Product_0691,Apparel,1,23.76,6.0,Clicked
USER_0579,Transaction_15060,2019-08-18,Product_0692,Apparel,1,23.76,6.0,Clicked
USER_0579,Transaction_15060,2019-08-18,Product_0926,Headgear,1,10.63,6.0,Clicked
USER_0579,Transaction_15061,2019-08-18,Product_0976,Nest-USA,3,119.0,6.0,Not Used
USER_0579,Transaction_15062,2019-08-18,Product_0294,Apparel,1,16.99,6.0,Not Used
USER_0579,Transaction_15063,2019-08-18,Product_0990,Nest,1,199.0,6.0,Not Used
USER_0579,Transaction_15064,2019-08-18,Product_0036,Apparel,1,4.8,6.0,Used
USER_0579,Transaction_15064,2019-08-18,Product_0205,Apparel,1,7.6,6.0,Not Used
USER_0579,Transaction_15064,2019-08-18,Product_0272,Apparel,1,15.99,6.0,Clicked
USER_0579,Transaction_15064,2019-08-18,Product_0298,Apparel,1,4.56,6.0,Used
USER_0579,Transaction_15065,2019-08-18,Product_0976,Nest-USA,2,119.0,6.0,Clicked
USER_0579,Transaction_15066,2019-08-18,Product_0027,Apparel,4,4.56,6.0,Clicked
USER_0579,Transaction_15066,2019-08-18,Product_0028,Apparel,1,4.56,6.0,Used
USER_0579,Transaction_15066,2019-08-18,Product_0299,Apparel,2,4.56,6.0,Used
USER_0579,Transaction_15067,2019-08-18,Product_0092,Apparel,1,15.0,6.0,Clicked
USER_0579,Transaction_15067,2019-08-18,Product_0210,Apparel,1,15.39,6.0,Clicked
USER_0579,Transaction_15067,2019-08-18,Product_0496,Apparel,1,18.99,6.0,Clicked
USER_0579,Transaction_15067,2019-08-18,Product_0904,Office,1,2.99,6.0,Clicked
USER_0579,Transaction_15067,2019-08-18,Product_0907,Lifestyle,2,1.99,6.0,Clicked
USER_0579,Transaction_15067,2019-08-18,Product_0915,Lifestyle,1,3.5,6.0,Clicked
USER_0579,Transaction_15067,2019-08-18,Product_0916,Lifestyle,1,3.5,6.0,Used
USER_0579,Transaction_15067,2019-08-18,Product_0917,Lifestyle,1,3.5,6.0,Not Used
USER_0579,Transaction_15067,2019-08-18,Product_0926,Headgear,1,13.29,6.0,Clicked
USER_0579,Transaction_15067,2019-08-18,Product_1016,Accessories,1,16.99,6.0,Clicked
USER_0579,Transaction_15067,2019-08-18,Product_1033,Apparel,1,18.99,6.0,Clicked
USER_0579,Transaction_15067,2019-08-18,Product_1133,Bottles,1,4.99,6.0,Used
USER_0579,Transaction_15068,2019-08-18,Product_0559,Apparel,1,9.6,6.0,Used
USER_0579,Transaction_15068,2019-08-18,Product_0854,Bags,1,3.99,6.0,Clicked
USER_0579,Transaction_15068,2019-08-18,Product_0862,Lifestyle,1,9.2,6.0,Clicked
USER_0579,Transaction_15069,2019-08-18,Product_0989,Nest-USA,2,149.0,6.0,Used
USER_0579,Transaction_15070,2019-08-18,Product_0004,Apparel,1,15.99,6.0,Used
USER_0579,Transaction_15070,2019-08-18,Product_0206,Apparel,2,7.6,6.0,Clicked
USER_0579,Transaction_15070,2019-08-18,Product_0254,Apparel,1,13.2,6.0,Clicked
USER_0579,Transaction_15070,2019-08-18,Product_0882,Drinkware,3,16.79,6.0,Used
USER_1426,Transaction_15070,2019-08-18,Product_0892,Drinkware,2,19.99,6.0,Used
USER_1426,Transaction_15071,2019-08-18,Product_0093,Apparel,1,12.0,6.0,Clicked
USER_1426,Transaction_15071,2019-08-18,Product_0520,Apparel,1,44.79,6.0,Clicked
USER_1426,Transaction_15072,2019-08-18,Product_0900,Drinkware,1,12.99,6.0,Clicked
USER_1426,Transaction_15073,2019-08-18,Product_0197,Notebooks & Journals,2,4.8,6.0,Used
USER_1426,Transaction_15074,2019-08-18,Product_0376,Apparel,1,37.49,6.0,Used
USER_1426,Transaction_15075,2019-08-18,Product_0178,Drinkware,2,13.29,12.99,Clicked
USER_1426,Transaction_15076,2019-08-18,Product_0882,Drinkware,18,16.79,19.68,Clicked
USER_1426,Transaction_15076,2019-08-18,Product_0938,Office,16,9.6,19.68,Used
USER_1426,Transaction_15076,2019-08-18,Product_0952,Office,16,6.15,19.68,Clicked
USER_1426,Transaction_15077,2019-08-18,Product_1035,Apparel,1,18.99,12.99,Clicked
USER_1426,Transaction_15077,2019-08-18,Product_1053,Apparel,1,15.0,12.99,Clicked
USER_1426,Transaction_15077,2019-08-18,Product_1134,Office,1,1.99,12.99,Clicked
USER_1426,Transaction_15077,2019-08-18,Product_1137,Apparel,1,10.99,12.99,Used
USER_1426,Transaction_15078,2019-08-18,Product_0202,Apparel,1,16.99,6.0,Clicked
USER_1426,Transaction_15078,2019-08-18,Product_0218,Apparel,1,18.99,6.0,Used
USER_0579,Transaction_15078,2019-08-18,Product_0295,Apparel,1,16.99,6.0,Used
USER_0579,Transaction_15079,2019-08-18,Product_0976,Nest-USA,1,119.0,6.0,Used
USER_0579,Transaction_15079,2019-08-18,Product_0983,Nest-USA,2,119.0,6.0,Clicked
USER_0579,Transaction_15080,2019-08-18,Product_0981,Nest-USA,1,149.0,6.0,Used
USER_0579,Transaction_15081,2019-08-18,Product_0599,Apparel,1,7.6,6.0,Clicked
USER_0579,Transaction_15082,2019-08-18,Product_0976,Nest-USA,1,119.0,6.0,Used
USER_0579,Transaction_15082,2019-08-18,Product_0981,Nest-USA,1,149.0,6.0,Clicked
USER_0579,Transaction_15082,2019-08-18,Product_0989,Nest-USA,1,149.0,6.0,Clicked
USER_0579,Transaction_15083,2019-08-18,Product_0981,Nest-USA,2,149.0,6.0,Not Used
USER_0579,Transaction_15084,2019-08-18,Product_0025,Android,1,13.99,6.0,Clicked
USER_0579,Transaction_15085,2019-08-19,Product_0976,Nest-USA,1,119.0,6.0,Used
USER_0579,Transaction_15086,2019-08-19,Product_1141,Notebooks & Journals,1,14.99,12.99,Clicked
USER_0579,Transaction_15087,2019-08-19,Product_0976,Nest-USA,1,119.0,6.0,Clicked
USER_0579,Transaction_15088,2019-08-19,Product_0049,Apparel,1,19.99,75.0,Clicked
USER_0579,Transaction_15088,2019-08-19,Product_0181,Drinkware,1,12.99,75.0,Clicked
USER_0579,Transaction_15088,2019-08-19,Product_0220,Apparel,1,18.99,75.0,Used
USER_0579,Transaction_15088,2019-08-19,Product_0225,Apparel,1,19.99,75.0,Not Used
USER_0579,Transaction_15088,2019-08-19,Product_0235,Apparel,1,13.29,75.0,Clicked
USER_0579,Transaction_15088,2019-08-19,Product_0240,Apparel,1,13.29,75.0,Not Used
USER_0579,Transaction_15088,2019-08-19,Product_0900,Drinkware,1,12.99,75.0,Clicked
USER_0579,Transaction_15089,2019-08-19,Product_0314,Gift Cards,1,10.0,0.0,Clicked
USER_0579,Transaction_15090,2019-08-19,Product_0990,Nest,2,199.0,6.0,Clicked
USER_0579,Transaction_15091,2019-08-19,Product_0093,Apparel,1,12.0,6.0,Used
USER_0579,Transaction_15091,2019-08-19,Product_0178,Drinkware,2,10.63,6.0,Clicked
USER_0579,Transaction_15091,2019-08-19,Product_0698,Apparel,1,30.0,6.0,Not Used
USER_0579,Transaction_15091,2019-08-19,Product_0938,Office,4,9.6,6.0,Clicked
USER_0579,Transaction_15091,2019-08-19,Product_0956,Notebooks & Journals,2,4.8,6.0,Clicked
USER_0579,Transaction_15091,2019-08-19,Product_0964,Notebooks & Journals,2,9.6,6.0,Clicked
USER_0579,Transaction_15092,2019-08-19,Product_0174,Lifestyle,2,7.2,6.0,Used
USER_0579,Transaction_15092,2019-08-19,Product_0230,Apparel,1,4.56,6.0,Used
USER_0579,Transaction_15092,2019-08-19,Product_0260,Apparel,1,8.8,6.0,Used
USER_0579,Transaction_15092,2019-08-19,Product_0301,Apparel,1,4.56,6.0,Clicked
USER_0579,Transaction_15092,2019-08-19,Product_0867,Lifestyle,2,1.68,6.0,Clicked
USER_0579,Transaction_15093,2019-08-19,Product_0916,Lifestyle,1,3.5,6.0,Clicked
USER_0579,Transaction_15094,2019-08-19,Product_0976,Nest-USA,1,119.0,6.0,Clicked
USER_0579,Transaction_15095,2019-08-19,Product_0831,Apparel,1,15.19,6.0,Used
USER_0579,Transaction_15095,2019-08-19,Product_0835,Apparel,1,15.19,6.0,Clicked
USER_0579,Transaction_15095,2019-08-19,Product_1022,Apparel,1,13.59,6.0,Clicked
USER_0579,Transaction_15096,2019-08-19,Product_0141,Apparel,1,13.59,6.0,Clicked
USER_0579,Transaction_15096,2019-08-19,Product_0149,Apparel,1,19.19,6.0,Used
USER_0579,Transaction_15096,2019-08-19,Product_0717,Apparel,1,13.59,6.0,Clicked
USER_0579,Transaction_15096,2019-08-19,Product_0902,Office,5,1.2,6.0,Clicked
USER_0579,Transaction_15097,2019-08-19,Product_0535,Apparel,1,4.56,6.0,Used
USER_0579,Transaction_15097,2019-08-19,Product_0539,Apparel,1,4.8,6.0,Used
USER_0579,Transaction_15097,2019-08-19,Product_0592,Apparel,1,6.8,6.0,Used
USER_0579,Transaction_15097,2019-08-19,Product_0644,Apparel,1,42.0,6.0,Clicked
USER_0579,Transaction_15097,2019-08-19,Product_0907,Lifestyle,1,1.59,6.0,Clicked
USER_0579,Transaction_15097,2019-08-19,Product_0915,Lifestyle,1,2.8,6.0,Not Used
USER_0579,Transaction_15097,2019-08-19,Product_0942,Office,2,2.0,6.0,Clicked
USER_0579,Transaction_15097,2019-08-19,Product_0952,Office,2,6.15,6.0,Clicked
USER_0579,Transaction_15097,2019-08-19,Product_1077,Apparel,1,7.6,6.0,Used
USER_0579,Transaction_15098,2019-08-19,Product_0976,Nest-USA,3,119.0,6.0,Used
USER_0579,Transaction_15098,2019-08-19,Product_0983,Nest-USA,5,119.0,6.0,Clicked
USER_0579,Transaction_15099,2019-08-19,Product_0981,Nest-USA,1,149.0,6.0,Clicked
USER_0579,Transaction_15099,2019-08-19,Product_0984,Nest-USA,1,79.0,6.0,Clicked
USER_0579,Transaction_15100,2019-08-19,Product_0976,Nest-USA,2,119.0,6.0,Clicked
USER_0785,Transaction_15100,2019-08-19,Product_0983,Nest-USA,2,119.0,6.0,Used
USER_0838,Transaction_15100,2019-08-19,Product_0984,Nest-USA,2,79.0,6.0,Not Used
USER_0838,Transaction_15101,2019-08-19,Product_0104,Apparel,1,10.5,6.0,Not Used
USER_0838,Transaction_15102,2019-08-19,Product_0981,Nest-USA,1,149.0,6.0,Used
USER_0785,Transaction_15103,2019-08-19,Product_0258,Apparel,1,8.8,6.0,Not Used
USER_0785,Transaction_15103,2019-08-19,Product_0352,Apparel,1,28.0,6.0,Used
USER_0785,Transaction_15103,2019-08-19,Product_0368,Apparel,1,26.4,6.0,Not Used
USER_0785,Transaction_15103,2019-08-19,Product_0686,Apparel,1,26.0,6.0,Clicked
USER_0785,Transaction_15103,2019-08-19,Product_0846,Bags,1,7.99,6.0,Used
USER_0785,Transaction_15103,2019-08-19,Product_0847,Bags,1,3.99,6.0,Used
USER_0785,Transaction_15103,2019-08-19,Product_0854,Bags,1,3.99,6.0,Clicked
USER_0785,Transaction_15104,2019-08-19,Product_0195,Lifestyle,1,3.19,12.99,Used
USER_0785,Transaction_15104,2019-08-19,Product_0880,Drinkware,1,2.39,12.99,Used
USER_0785,Transaction_15104,2019-08-19,Product_0914,Office,15,0.79,12.99,Not Used
USER_0785,Transaction_15104,2019-08-19,Product_1133,Bottles,1,3.99,12.99,Used
USER_0785,Transaction_15105,2019-08-19,Product_0902,Office,1,1.2,6.0,Clicked
USER_0785,Transaction_15105,2019-08-19,Product_0905,Office,1,2.39,6.0,Clicked
USER_0785,Transaction_15105,2019-08-19,Product_0976,Nest-USA,1,119.0,6.0,Clicked
USER_0785,Transaction_15106,2019-08-19,Product_0976,Nest-USA,5,119.0,12.99,Used
USER_0785,Transaction_15106,2019-08-19,Product_0983,Nest-USA,2,119.0,12.99,Clicked
USER_0785,Transaction_15107,2019-08-19,Product_0985,Nest-USA,4,79.0,6.0,Not Used
USER_0785,Transaction_15108,2019-08-19,Product_0177,Bottles,1,2.39,12.99,Clicked
USER_0785,Transaction_15108,2019-08-19,Product_0178,Drinkware,1,10.63,12.99,Clicked
USER_0785,Transaction_15108,2019-08-19,Product_0196,Fun,1,7.19,12.99,Used
USER_0785,Transaction_15108,2019-08-19,Product_0847,Bags,4,3.99,12.99,Clicked
USER_0785,Transaction_15108,2019-08-19,Product_0873,Bags,1,12.31,12.99,Clicked
USER_0785,Transaction_15108,2019-08-19,Product_0879,Drinkware,1,8.79,12.99,Clicked
USER_0785,Transaction_15108,2019-08-19,Product_0880,Drinkware,1,2.39,12.99,Used
USER_0785,Transaction_15108,2019-08-19,Product_0882,Drinkware,1,16.79,12.99,Used
USER_0785,Transaction_15108,2019-08-19,Product_0892,Drinkware,2,19.99,12.99,Not Used
USER_0785,Transaction_15108,2019-08-19,Product_0894,Drinkware,1,2.39,12.99,Used
USER_0785,Transaction_15108,2019-08-19,Product_0895,Drinkware,1,11.19,12.99,Used
USER_0785,Transaction_15108,2019-08-19,Product_0900,Drinkware,2,10.39,12.99,Clicked
USER_0785,Transaction_15108,2019-08-19,Product_0915,Lifestyle,1,2.8,12.99,Used
USER_0785,Transaction_15108,2019-08-19,Product_0916,Lifestyle,1,2.8,12.99,Not Used
USER_0785,Transaction_15108,2019-08-19,Product_0917,Lifestyle,1,2.8,12.99,Not Used
USER_0785,Transaction_15108,2019-08-19,Product_0918,Lifestyle,1,2.8,12.99,Clicked
USER_0785,Transaction_15108,2019-08-19,Product_0930,Office,1,1.59,12.99,Clicked
USER_0785,Transaction_15108,2019-08-19,Product_0952,Office,1,6.15,12.99,Clicked
USER_0785,Transaction_15108,2019-08-19,Product_0970,Office,2,1.59,12.99,Not Used
USER_0785,Transaction_15108,2019-08-19,Product_0974,Lifestyle,1,3.99,12.99,Used
USER_0785,Transaction_15108,2019-08-19,Product_0975,Lifestyle,1,3.99,12.99,Clicked
USER_0785,Transaction_15108,2019-08-19,Product_1017,Waze,2,5.59,12.99,Clicked
USER_0785,Transaction_15109,2019-08-19,Product_1023,Apparel,2,16.99,6.0,Clicked
USER_0785,Transaction_15110,2019-08-19,Product_0983,Nest-USA,2,119.0,6.0,Clicked
USER_0785,Transaction_15111,2019-08-19,Product_0915,Lifestyle,3,2.8,6.0,Used
USER_0785,Transaction_15111,2019-08-19,Product_0916,Lifestyle,3,2.8,6.0,Clicked
USER_0455,Transaction_15111,2019-08-19,Product_0917,Lifestyle,3,2.8,6.0,Clicked
USER_0455,Transaction_15111,2019-08-19,Product_0918,Lifestyle,3,2.8,6.0,Clicked
USER_0455,Transaction_15112,2019-08-19,Product_0976,Nest-USA,1,119.0,6.0,Used
USER_0455,Transaction_15112,2019-08-19,Product_0981,Nest-USA,1,149.0,6.0,Used
USER_0455,Transaction_15112,2019-08-19,Product_0983,Nest-USA,1,119.0,6.0,Not Used
USER_0455,Transaction_15113,2019-08-19,Product_0854,Bags,300,3.99,48.59,Clicked
USER_0455,Transaction_15114,2019-08-19,Product_0368,Apparel,1,26.4,6.0,Not Used
USER_0455,Transaction_15114,2019-08-19,Product_1021,Waze,1,1.59,6.0,Clicked
USER_0455,Transaction_15115,2019-08-19,Product_0981,Nest-USA,1,149.0,6.0,Clicked
USER_0455,Transaction_15115,2019-08-19,Product_0984,Nest-USA,3,79.0,6.0,Clicked
USER_0455,Transaction_15116,2019-08-19,Product_0914,Office,6,0.99,6.0,Used
USER_0455,Transaction_15116,2019-08-19,Product_0922,Apparel,1,10.99,6.0,Used
USER_0455,Transaction_15117,2019-08-19,Product_0258,Apparel,7,8.8,6.0,Clicked
USER_0455,Transaction_15117,2019-08-19,Product_0558,Apparel,1,9.6,6.0,Used
USER_0455,Transaction_15117,2019-08-19,Product_0574,Apparel,1,8.8,6.0,Used
USER_0455,Transaction_15118,2019-08-19,Product_0981,Nest-USA,1,149.0,6.0,Clicked
USER_0838,Transaction_15118,2019-08-19,Product_0984,Nest-USA,3,79.0,6.0,Not Used
USER_0838,Transaction_15119,2019-08-19,Product_0984,Nest-USA,1,79.0,6.0,Not Used
USER_0785,Transaction_15120,2019-08-19,Product_0843,Bags,1,11.19,6.0,Clicked
USER_0785,Transaction_15121,2019-08-19,Product_0228,Apparel,5,5.7,12.99,Clicked
USER_0911,Transaction_15121,2019-08-19,Product_0230,Apparel,5,5.7,12.99,Clicked
USER_0911,Transaction_15121,2019-08-19,Product_0298,Apparel,5,5.7,12.99,Clicked
USER_0798,Transaction_15121,2019-08-19,Product_0299,Apparel,5,5.7,12.99,Clicked
USER_0798,Transaction_15121,2019-08-19,Product_0300,Apparel,5,5.7,12.99,Used
USER_0798,Transaction_15121,2019-08-19,Product_0301,Apparel,2,5.7,12.99,Used
USER_0798,Transaction_15121,2019-08-19,Product_0302,Apparel,5,5.7,12.99,Clicked
USER_0798,Transaction_15121,2019-08-19,Product_0569,Apparel,3,6.6,12.99,Not Used
USER_0798,Transaction_15121,2019-08-19,Product_0570,Apparel,5,6.6,12.99,Not Used
USER_0798,Transaction_15121,2019-08-19,Product_0870,Lifestyle,25,1.99,12.99,Used
USER_0110,Transaction_15121,2019-08-19,Product_0907,Lifestyle,25,1.99,12.99,Clicked
USER_0110,Transaction_15121,2019-08-19,Product_0914,Office,50,0.99,12.99,Clicked
